dc,atype,period,bidf,instl,isp,nt,mfr
1,8,下午,0,1,1,1,其他
1,3,晚上,0.000498099,0,0,1,苹果
1,8,上午,0,0,3,1,三星
1,8,下午,0,0,1,1,vivo
1,8,下午,0,0,1,0,其他
1,8,下午,0,1,0,1,华为
1,8,下午,0,0,3,1,OPPO
1,8,晚上,0,0,1,0,其他
1,8,晚上,0,0,1,1,三星
1,8,下午,0,0,2,0,OPPO
1,8,晚上,0,1,1,0,三星
1,8,下午,0,0,1,1,vivo
1,8,晚上,0,0,1,1,金立
1,8,下午,0,1,1,1,其他
1,8,上午,0,0,3,1,魅族
1,8,晚上,0,0,1,1,三星
1,8,上午,0,0,3,1,三星
1,8,晚上,0,0,1,1,金立
1,8,下午,0,0,1,1,其他
1,8,下午,0,1,1,0,其他
1,8,下午,0,0,2,1,小米
1,8,晚上,0,0,3,1,小米
1,8,晚上,0,0,3,1,华为
1,8,晚上,0,0,1,1,其他
1,8,下午,0,0,0,0,其他
1,8,上午,0,0,1,1,OPPO
1,8,上午,0,0,0,1,其他
1,8,下午,0,0,2,1,vivo
1,8,晚上,0,0,1,1,小米
1,8,上午,0,0,2,1,三星
1,8,晚上,0,0,1,1,OPPO
1,7,下午,8E-04,0,3,1,三星
1,8,下午,0,0,1,1,vivo
1,8,上午,0,0,1,0,其他
1,8,晚上,0,0,1,1,小米
1,8,下午,0,0,1,1,魅族
1,3,下午,0.000498099,0,0,1,其他
1,8,下午,0,0,1,1,其他
1,8,晚上,0,0,1,1,小米
1,8,下午,0,0,2,1,vivo
1,8,晚上,0,0,2,0,小米
1,3,上午,0.000498099,0,0,1,苹果
1,8,上午,0,0,0,1,小米
1,7,上午,0.00104,0,1,1,OPPO
1,8,晚上,0,0,1,0,其他
1,7,晚上,8E-04,0,1,1,酷派
1,8,晚上,0,0,1,1,华为
1,8,晚上,0,0,2,1,小米
1,8,上午,0,0,1,1,OPPO
1,8,下午,0,0,1,0,OPPO
1,8,下午,0,0,0,1,其他
1,8,下午,0,0,3,1,其他
1,8,上午,0,0,1,1,其他
1,8,晚上,0,0,1,1,三星
1,8,上午,0,0,0,0,酷派
1,8,上午,0,0,2,1,华为
1,8,下午,0,0,0,0,其他
1,8,上午,0,0,1,1,OPPO
1,8,下午,0,0,3,1,小米
1,8,下午,0,0,1,1,华为
1,8,晚上,0,0,0,0,小米
1,8,晚上,0,0,1,1,小米
1,8,晚上,0,0,3,1,小米
1,13,晚上,7E-04,0,1,5,vivo
1,8,下午,0,0,1,0,小米
1,13,下午,0.001,0,1,5,三星
1,8,下午,0,0,2,1,三星
1,8,上午,0,1,2,1,vivo
1,8,晚上,0,0,3,1,酷派
1,7,下午,8E-04,0,3,1,三星
1,8,下午,0,0,1,1,华为
1,8,上午,0,1,1,3,其他
1,8,下午,0,0,0,1,OPPO
1,8,下午,0,0,1,1,OPPO
1,8,晚上,0,0,3,3,三星
1,7,晚上,8E-04,0,3,1,小米
1,8,晚上,0,0,1,1,小米
1,8,晚上,0,0,2,1,其他
1,8,上午,0,0,2,1,小米
1,8,上午,0,0,1,1,其他
1,8,上午,0,0,2,1,其他
1,8,晚上,0,0,0,1,其他
1,8,上午,0,0,1,0,小米
1,8,晚上,0,0,1,1,三星
1,3,晚上,0.000498099,0,0,1,苹果
1,8,晚上,0,0,1,1,OPPO
1,8,上午,0,0,2,1,酷派
1,8,下午,0,0,0,1,其他
1,8,晚上,0,0,1,1,OPPO
1,8,晚上,0,0,1,1,其他
1,8,下午,0,0,2,0,三星
1,8,上午,0,0,2,1,小米
1,8,上午,0,0,3,0,三星
1,8,下午,0,0,0,1,酷派
1,8,上午,0,0,2,1,小米
1,8,晚上,0,0,3,1,OPPO
1,8,下午,0,0,1,1,vivo
1,8,下午,0,0,1,1,vivo
1,8,上午,0,0,1,1,小米
1,8,下午,0,0,3,1,其他
1,8,晚上,0,0,3,1,OPPO
1,8,晚上,0,0,1,0,小米
1,8,下午,0,0,1,1,小米
1,8,下午,0,0,1,1,vivo
1,8,晚上,0,0,3,1,vivo
1,13,下午,7E-04,0,1,5,OPPO
1,8,晚上,0,0,1,1,三星
1,8,上午,0,0,1,1,小米
1,8,上午,0,0,1,1,三星
1,8,下午,0,1,1,4,OPPO
1,8,晚上,0,0,1,1,其他
1,8,上午,0,0,2,1,OPPO
1,8,晚上,0,0,2,1,OPPO
1,8,下午,0,1,1,1,华为
1,8,上午,0,0,1,0,其他
1,3,下午,0.000498099,0,0,1,苹果
1,8,下午,0,0,2,1,小米
1,8,下午,0,0,1,0,其他
1,8,下午,0,0,2,1,其他
1,8,上午,0,0,2,1,华为
1,8,晚上,0,0,0,1,其他
1,13,下午,8E-04,0,3,1,华为
1,8,晚上,0,0,1,1,小米
1,8,下午,0,0,1,0,OPPO
1,8,晚上,0,0,1,1,OPPO
1,8,下午,0,1,0,1,其他
1,8,晚上,0,1,2,1,三星
1,8,晚上,0,1,1,1,华为
1,8,上午,0,0,1,0,华为
1,8,下午,0,0,1,1,其他
1,8,晚上,0,1,1,0,小米
1,8,晚上,0,0,1,1,魅族
1,3,下午,0.000498099,1,1,1,vivo
1,8,上午,0,0,1,1,华为
1,8,晚上,0,0,1,1,OPPO
1,8,晚上,0,1,3,1,华为
1,8,下午,0,0,1,1,三星
1,8,晚上,0,0,1,1,华为
1,8,上午,0,0,1,1,OPPO
1,7,下午,5E-04,0,3,5,其他
1,3,下午,0.000498099,1,0,1,其他
1,8,上午,0,0,2,3,其他
1,8,下午,0,0,2,1,华为
1,8,上午,0,0,1,1,vivo
1,8,上午,0,0,1,0,vivo
1,3,上午,0.000569256,0,1,1,苹果
1,8,下午,0,0,1,0,华为
1,3,下午,0.000498099,1,0,1,小米
1,8,上午,0,0,1,0,其他
1,8,下午,0,0,1,1,vivo
1,8,晚上,0,0,1,1,OPPO
1,8,下午,0,0,3,1,华为
1,8,下午,0,0,1,1,华为
1,8,上午,0,0,1,0,小米
1,8,晚上,0,0,1,1,金立
1,8,晚上,0,0,3,1,其他
1,8,下午,0,0,3,1,其他
0,8,下午,0,0,2,0,vivo
0,8,下午,0,0,1,0,其他
0,8,上午,0,0,0,1,苹果
0,8,下午,0,0,2,1,其他
0,8,下午,0,0,1,1,OPPO
0,8,上午,0,0,1,1,华为
0,7,上午,8E-04,0,1,5,OPPO
0,8,下午,0,0,1,1,金立
0,3,下午,0.000569256,0,1,1,苹果
0,8,晚上,0,0,0,0,小米
0,8,下午,0,0,2,1,三星
0,8,上午,0,0,2,1,OPPO
0,8,上午,0,0,3,1,华为
0,8,上午,0,0,1,1,OPPO
0,8,下午,0,0,0,1,小米
0,8,晚上,0,0,2,1,vivo
0,8,晚上,0,0,2,1,魅族
0,8,上午,0,0,1,1,OPPO
0,8,晚上,0,0,1,1,OPPO
0,13,晚上,7E-04,0,1,1,华为
0,7,晚上,8E-04,0,2,1,小米
0,8,下午,0,0,1,1,酷派
0,8,晚上,0,0,3,1,华为
0,8,上午,0,0,1,0,其他
0,8,下午,0,0,1,1,小米
0,8,下午,0,0,1,1,三星
0,8,晚上,0,0,1,1,小米
0,8,上午,0,0,3,0,小米
0,8,晚上,0,0,1,1,酷派
0,8,晚上,0,0,1,1,其他
0,8,上午,0,0,3,1,其他
0,8,下午,0,0,1,1,OPPO
0,8,下午,0,0,0,1,金立
0,7,上午,8E-04,0,1,1,OPPO
0,8,下午,0,0,1,1,OPPO
0,8,下午,0,0,2,1,魅族
0,8,晚上,0,0,3,1,小米
0,3,晚上,0.000498099,0,0,1,其他
0,8,下午,0,0,0,1,小米
0,8,上午,0,0,1,1,OPPO
0,8,下午,0,0,1,1,其他
0,8,上午,0,0,1,4,三星
0,8,下午,0,0,1,1,小米
0,8,上午,0,0,1,1,OPPO
0,13,下午,7E-04,0,1,1,OPPO
0,8,晚上,0,0,3,1,华为
0,8,下午,0,0,0,1,华为
0,8,上午,0,0,2,1,酷派
0,8,晚上,0,0,1,1,vivo
0,8,下午,0,0,2,1,小米
0,8,上午,0,0,1,0,其他
0,8,上午,0,0,2,1,vivo
0,8,晚上,0,0,1,1,小米
0,8,下午,0,0,1,1,华为
0,8,上午,0,0,1,0,其他
0,8,上午,0,0,3,1,其他
0,7,上午,6E-04,0,1,5,OPPO
0,7,下午,8E-04,0,1,1,华为
0,3,上午,0.000498099,1,0,1,其他
0,8,上午,0,0,1,1,其他
0,8,上午,0,0,1,1,OPPO
0,8,上午,0,0,1,1,其他
0,8,上午,0,0,3,0,华为
0,13,晚上,7E-04,0,3,1,华为
0,8,上午,0,0,3,0,酷派
0,8,上午,0,0,2,0,三星
0,8,晚上,0,0,1,1,三星
0,8,下午,0,0,1,1,华为
0,8,晚上,0,0,1,1,小米
0,8,晚上,0,0,3,1,其他
0,13,上午,0.002,0,1,0,苹果
0,8,上午,0,0,1,1,华为
0,3,上午,0.000498099,1,0,1,小米
0,7,晚上,8E-04,0,0,1,OPPO
0,8,上午,0,0,1,1,OPPO
0,8,上午,0,0,1,1,小米
0,8,下午,0,0,1,1,华为
0,8,晚上,0,0,0,1,小米
0,8,晚上,0,0,1,1,酷派
0,8,晚上,0,0,1,1,华为
0,8,晚上,0,0,0,1,其他
0,8,下午,0,0,2,1,OPPO
0,8,下午,0,0,1,1,小米
0,8,上午,0,0,1,0,vivo
0,8,下午,0,0,2,1,OPPO
0,13,下午,7E-04,0,1,1,其他
0,8,晚上,0,0,2,1,三星
0,8,下午,0,1,1,0,其他
0,8,晚上,0,0,1,1,OPPO
0,3,上午,0.000498099,0,1,1,vivo
0,8,下午,0,0,1,0,小米
0,8,晚上,0,0,1,1,vivo
0,8,下午,0,0,1,1,OPPO
0,8,下午,0,0,2,1,OPPO
0,8,上午,0,0,1,1,金立
0,8,下午,0,0,1,1,小米
0,8,晚上,0,0,0,1,小米
0,8,晚上,0,0,1,1,vivo
0,7,晚上,8E-04,0,2,1,三星
0,8,下午,0,0,1,0,其他
0,8,晚上,0,0,1,1,vivo
0,8,上午,0,0,2,1,华为
0,8,下午,0,0,1,1,OPPO
0,8,晚上,0,0,1,1,OPPO
0,7,下午,8E-04,0,0,1,酷派
0,8,上午,0,0,2,0,魅族
0,8,下午,0,1,1,0,其他
0,8,晚上,0,0,1,0,vivo
0,8,下午,0,0,0,1,金立
0,8,下午,0,0,1,1,小米
0,8,下午,0,0,0,1,小米
0,8,上午,0,0,1,1,OPPO
0,3,下午,0.00355785,0,0,1,其他
0,13,下午,0.002,0,1,0,苹果
0,8,上午,0,0,1,0,小米
0,8,下午,0,0,1,1,vivo
0,8,上午,0,0,1,0,小米
0,8,上午,0,0,1,1,三星
0,8,晚上,0,0,1,1,华为
0,8,下午,0,0,0,1,小米
0,8,上午,0,0,1,0,魅族
0,8,上午,0,0,1,1,OPPO
0,8,晚上,0,0,1,1,其他
0,8,下午,0,0,1,1,OPPO
0,3,下午,0.000498099,0,0,1,其他
0,8,上午,0,0,1,0,OPPO
0,8,下午,0,0,3,1,小米
0,8,下午,0,0,1,0,vivo
0,8,下午,0,0,2,1,OPPO
0,8,晚上,0,0,1,1,其他
0,7,下午,8E-04,0,0,1,vivo
0,8,晚上,0,0,1,0,OPPO
0,13,下午,7E-04,0,1,1,小米
0,8,晚上,0,0,1,1,其他
0,8,下午,0,0,1,0,其他
0,8,下午,0,0,1,0,OPPO
0,8,晚上,0,0,1,1,酷派
0,8,上午,0,0,1,1,OPPO
0,3,下午,0.000498099,0,0,1,华为
0,8,下午,0,0,3,1,vivo
0,8,晚上,0,1,1,1,其他
0,8,晚上,0,0,1,1,小米
0,8,上午,0,0,0,1,金立
0,8,上午,0,0,1,1,其他
0,8,晚上,0,0,0,1,小米
0,8,晚上,0,0,1,1,小米
0,8,晚上,0,0,1,1,OPPO
0,8,晚上,0,0,1,1,华为
0,3,晚上,0.000498099,0,0,1,小米
0,8,晚上,0,0,2,1,OPPO
0,8,晚上,0,0,1,0,OPPO
0,8,下午,0,0,1,1,魅族
0,8,下午,0,0,3,0,华为
0,8,下午,0,0,2,0,三星
0,8,上午,0,0,1,1,vivo
0,8,上午,0,0,1,1,OPPO
0,13,上午,0.002,0,1,0,苹果
0,8,晚上,0,0,3,1,华为
0,8,上午,0,0,1,1,OPPO
0,8,上午,0,0,3,1,华为
0,8,晚上,0,0,1,1,小米
0,13,下午,7E-04,0,1,1,小米
0,8,晚上,0,0,1,1,华为
0,8,下午,0,0,1,1,其他
0,8,晚上,0,0,1,1,小米
0,8,晚上,0,0,1,0,魅族
0,13,下午,7E-04,0,1,1,OPPO
0,8,晚上,0,0,1,1,OPPO
0,8,晚上,0,0,1,1,其他
0,8,下午,0,0,1,1,华为
0,8,晚上,0,0,1,1,华为
0,8,下午,0,0,1,0,小米
0,8,上午,0,0,1,0,vivo
0,8,晚上,0,0,1,1,OPPO
0,8,上午,0,0,1,1,魅族
0,8,上午,0,0,1,1,OPPO
0,7,上午,8E-04,0,0,1,OPPO
0,8,晚上,0,0,2,1,小米
0,8,晚上,0,0,1,1,三星
0,8,下午,0,0,1,0,小米
0,8,下午,0,0,1,1,魅族
0,8,晚上,0,0,2,1,酷派
0,8,下午,0,0,2,1,vivo
0,8,上午,0,0,2,1,OPPO
0,8,下午,0,0,1,1,华为
0,8,上午,0,0,1,1,OPPO
0,8,晚上,0,0,0,1,小米
0,8,下午,0,0,3,0,三星
0,8,晚上,0,0,1,1,华为
0,8,下午,0,0,3,0,魅族
0,3,下午,0.000498099,0,0,1,华为
0,7,下午,7E-04,0,2,1,小米
0,8,晚上,0,0,1,1,OPPO
0,8,晚上,0,0,3,1,OPPO
0,8,晚上,0,0,2,0,小米
0,8,晚上,0,0,1,1,小米
0,8,晚上,0,0,0,1,其他
0,8,上午,0,0,1,1,华为
0,8,下午,0,0,1,1,三星
0,8,晚上,0,0,1,1,小米
0,8,晚上,0,0,1,0,其他
0,8,晚上,0,0,1,1,金立
0,8,上午,0,0,1,0,vivo
0,8,上午,0,0,1,1,酷派
0,8,下午,0,0,1,1,其他
0,8,晚上,0,0,1,1,其他
0,13,上午,5E-04,0,1,0,其他
0,8,下午,0,0,1,1,三星
0,8,下午,0,0,1,1,小米
0,8,上午,0,0,1,1,OPPO
0,8,下午,0,0,1,1,三星
0,8,下午,0,0,1,1,华为
0,8,下午,0,0,1,1,魅族
0,8,上午,0,1,1,0,其他
0,8,上午,0,0,1,1,其他
0,3,下午,0.000498099,0,0,1,苹果
0,8,晚上,0,0,2,0,华为
0,8,晚上,0,0,1,1,魅族
0,8,上午,0,0,1,1,其他
0,8,上午,0,0,1,1,vivo
0,8,下午,0,0,1,1,OPPO
0,8,上午,0,0,2,0,魅族
0,3,上午,0.000498099,0,1,0,其他
0,8,晚上,0,1,0,1,OPPO
0,13,上午,7E-04,0,1,1,酷派
0,8,上午,0,0,1,1,vivo
0,8,晚上,0,0,1,1,其他
0,8,晚上,0,0,1,1,vivo
0,7,下午,8E-04,0,1,1,华为
0,8,上午,0,0,2,1,OPPO
0,8,晚上,0,0,3,1,vivo
0,8,上午,0,0,1,1,vivo
0,8,晚上,0,0,1,1,OPPO
0,8,下午,0,0,1,0,小米
0,8,下午,0,0,1,1,OPPO
0,8,下午,0,0,1,1,OPPO
0,8,上午,0,0,1,1,魅族
0,8,下午,0,0,1,1,华为
0,8,晚上,0,0,0,1,小米
0,8,下午,0,0,1,1,其他
0,8,晚上,0,0,1,1,小米
0,8,上午,0,0,1,1,小米
0,8,晚上,0,0,0,1,三星
0,8,晚上,0,0,1,1,酷派
0,8,晚上,0,0,1,1,华为
0,8,晚上,0,0,2,0,其他
0,8,下午,0,0,1,1,魅族
0,8,晚上,0,0,0,1,苹果
0,8,晚上,0,0,3,1,三星
0,8,晚上,0,0,0,1,华为
0,8,上午,0,1,1,0,其他
1,8,晚上,0,0,1,1,魅族
0,8,晚上,0,0,1,1,vivo
0,8,晚上,0,0,1,0,华为
0,8,晚上,0,0,3,1,其他
0,13,下午,0.0012,0,1,1,苹果
0,13,下午,7E-04,0,1,1,vivo
0,8,晚上,0,0,1,1,三星
0,8,上午,0,0,1,1,其他
0,8,晚上,0,0,1,1,其他
0,8,上午,0,0,0,1,酷派
0,8,上午,0,0,1,1,OPPO
0,7,晚上,8E-04,0,3,1,酷派
0,8,下午,0,0,1,1,华为
0,8,晚上,0,0,0,1,小米
0,8,上午,0,0,1,1,酷派
0,8,上午,0,0,0,1,金立
0,8,下午,0,0,1,1,华为
0,8,晚上,0,0,1,1,华为
0,8,上午,0,0,1,1,其他
0,8,下午,0,0,1,0,小米
0,8,晚上,0,0,1,0,OPPO
0,8,晚上,0,0,3,1,小米
0,13,晚上,7E-04,0,1,1,OPPO
0,8,下午,0,0,1,1,其他
0,8,上午,0,0,2,1,三星
0,8,上午,0,0,1,1,金立
0,3,上午,0.000498099,0,0,1,苹果
0,8,上午,0,0,1,1,OPPO
0,8,晚上,0,0,1,1,其他
0,13,晚上,7E-04,0,1,1,三星
0,3,下午,0.000498099,0,0,1,其他
0,8,上午,0,0,0,1,小米
0,8,晚上,0,1,1,1,OPPO
0,8,上午,0,0,1,1,OPPO
0,8,下午,0,0,1,3,小米
0,8,上午,0,0,1,1,华为
0,8,上午,0,0,1,1,金立
0,8,下午,0,0,1,0,华为
0,8,下午,0,0,1,1,OPPO
0,8,晚上,0,0,1,1,小米
0,8,上午,0,0,1,1,其他
0,8,上午,0,0,1,0,vivo
0,8,晚上,0,0,1,1,vivo
0,8,下午,0,0,1,1,酷派
0,3,下午,0.001067355,0,0,1,三星
0,8,下午,0,0,2,3,其他
0,8,上午,0,0,1,0,华为
0,8,下午,0,0,1,0,其他
0,8,下午,0,0,2,1,OPPO
0,7,下午,8E-04,0,3,5,OPPO
0,8,上午,0,0,1,1,OPPO
0,8,上午,0,0,3,1,华为
0,8,下午,0,0,1,1,小米
0,8,上午,0,0,1,1,其他
0,8,晚上,0,0,1,1,OPPO
0,8,下午,0,1,3,0,三星
0,8,上午,0,0,2,1,小米
0,7,下午,8E-04,0,1,1,小米
0,8,晚上,0,0,1,1,三星
0,8,上午,0,0,1,1,魅族
0,8,晚上,0,0,0,1,魅族
0,8,晚上,0,0,3,1,三星
0,8,晚上,0,0,1,1,华为
0,8,下午,0,0,1,1,三星
0,7,下午,8E-04,0,2,1,其他
0,8,下午,0,0,1,1,vivo
0,8,晚上,0,0,1,1,酷派
0,8,上午,0,0,1,1,其他
0,8,上午,0,0,1,1,OPPO
0,8,晚上,0,0,3,1,vivo
0,8,上午,0,0,2,1,华为
0,8,晚上,0,0,1,1,华为
0,13,上午,0.002,0,1,0,苹果
0,8,下午,0,0,1,1,其他
0,8,上午,0,0,3,1,华为
0,8,晚上,0,0,1,1,小米
0,8,上午,0,0,1,1,OPPO
0,8,上午,0,0,1,1,华为
0,8,晚上,0.001,0,1,1,苹果
0,8,下午,0,0,1,0,vivo
0,8,下午,0,0,1,1,OPPO
0,8,下午,0,0,1,1,其他
0,8,下午,0,0,1,1,三星
0,13,上午,0.002,0,1,0,苹果
0,8,晚上,0,0,2,1,其他
0,8,上午,0,0,1,1,vivo
0,8,晚上,0,0,1,1,金立
0,8,晚上,0,0,2,1,vivo
0,8,上午,0,0,1,0,小米
0,8,上午,0,0,1,0,魅族
0,13,上午,0.002,0,1,0,苹果
0,8,上午,0,0,2,1,其他
0,13,下午,7E-04,0,1,1,魅族
0,8,下午,0,0,1,0,酷派
0,8,下午,0,0,1,1,华为
0,8,上午,0,0,3,0,华为
0,8,上午,0,0,1,0,其他
0,8,晚上,0,0,1,1,小米
0,7,下午,8E-04,0,0,1,华为
0,8,晚上,0,0,1,1,三星
0,8,下午,0,0,2,1,三星
0,8,晚上,0,0,1,1,vivo
0,8,上午,0,0,1,4,小米
0,8,上午,0,0,1,1,其他
0,8,上午,0,0,2,1,小米
0,8,下午,0,0,3,1,其他
0,3,下午,0.000498099,0,0,1,苹果
0,8,晚上,0,0,1,1,其他
0,8,下午,0,0,1,1,vivo
0,8,上午,0,0,1,0,OPPO
0,8,上午,0,0,2,1,OPPO
0,13,晚上,7E-04,0,1,1,vivo
0,8,上午,0,0,1,1,小米
0,7,下午,5E-04,0,2,1,小米
0,8,下午,0,0,0,1,酷派
0,8,下午,0,0,1,1,华为
0,8,下午,0,0,1,1,vivo
0,8,下午,0,0,1,0,华为
0,8,上午,0,0,1,1,华为
0,7,上午,8E-04,0,1,1,金立
0,3,晚上,0.000498099,0,0,1,苹果
0,13,上午,3E-04,0,3,1,小米
0,8,晚上,0,0,2,1,OPPO
0,7,晚上,6E-04,0,1,5,其他
0,8,晚上,0,0,0,1,三星
0,8,下午,0,1,1,0,华为
0,8,晚上,0,0,3,1,其他
0,8,上午,0,0,1,0,其他
0,8,下午,0,0,1,1,vivo
0,7,下午,8E-04,0,2,3,华为
0,8,上午,0,0,1,0,其他
0,8,下午,0,0,1,1,魅族
0,8,下午,0,0,1,0,OPPO
0,8,下午,0,0,3,1,vivo
0,8,晚上,0,0,1,1,小米
0,8,上午,0,0,0,1,酷派
0,8,下午,0,0,3,1,OPPO
0,8,下午,0,0,1,1,小米
0,8,上午,0,0,1,1,魅族
0,8,晚上,0,0,1,1,华为
0,8,晚上,0,0,0,1,酷派
0,8,上午,0,0,1,1,OPPO
0,8,上午,0,0,1,1,OPPO
0,8,晚上,0,0,1,1,三星
0,8,下午,0,0,1,1,其他
0,8,晚上,0,0,2,1,三星
0,8,晚上,0,0,3,1,华为
0,8,晚上,0,0,1,1,三星
0,8,上午,0,0,1,1,OPPO
0,8,上午,0,0,2,1,OPPO
0,8,晚上,0,0,0,1,魅族
0,8,下午,0,0,1,1,vivo
0,8,晚上,0,0,1,1,小米
0,8,下午,0,0,1,1,vivo
0,8,晚上,0,0,3,1,vivo
0,8,下午,0,0,1,0,华为
0,8,上午,0,0,1,0,华为
0,8,下午,0,0,1,1,其他
0,3,下午,0.000498099,0,0,1,华为
0,8,晚上,0,0,3,0,华为
0,3,晚上,0.000498099,0,0,1,魅族
0,13,下午,7E-04,0,1,3,小米
0,8,下午,0,0,1,0,其他
0,8,下午,0,0,2,1,三星
0,8,晚上,0,0,1,1,华为
0,7,下午,6E-04,0,1,5,OPPO
0,8,晚上,0,0,3,1,OPPO
0,8,上午,0,0,1,1,华为
0,8,晚上,0,0,1,1,小米
0,8,下午,0,0,1,1,其他
0,8,晚上,0,0,1,1,华为
0,8,下午,0,1,1,0,其他
0,8,晚上,0,0,0,1,魅族
0,8,晚上,0,0,1,1,华为
0,3,下午,0.000498099,0,0,1,苹果
0,8,下午,0,0,0,1,华为
0,8,晚上,0,0,1,0,小米
0,13,晚上,7E-04,0,1,5,华为
0,8,上午,0,0,1,1,华为
0,7,上午,8E-04,0,0,1,三星
0,8,上午,0,1,1,0,其他
0,8,晚上,0,0,3,1,OPPO
0,8,晚上,0,0,0,1,魅族
0,8,晚上,0,0,0,1,其他
0,8,晚上,0,0,1,1,vivo
0,8,下午,0,0,1,1,OPPO
0,8,下午,0,0,2,1,小米
0,8,晚上,0,0,1,1,OPPO
0,8,下午,0,0,1,1,OPPO
0,8,下午,0,0,1,1,小米
0,8,晚上,0,0,1,1,金立
0,8,下午,0,0,1,0,华为
0,13,下午,7E-04,0,3,1,华为
0,8,晚上,0,0,3,1,vivo
0,8,晚上,0,0,1,0,其他
0,8,下午,0,1,1,1,其他
0,8,上午,0,0,2,1,OPPO
0,8,下午,0,0,1,0,华为
0,8,下午,0,0,0,1,其他
0,8,晚上,0,0,1,1,vivo
0,8,上午,0,0,2,0,其他
0,8,下午,0,0,2,1,vivo
0,8,上午,0,0,1,1,OPPO
0,8,晚上,0,0,1,1,vivo
0,8,下午,0,0,1,1,OPPO
0,8,下午,0,0,3,1,华为
0,3,晚上,0.00142314,0,0,1,苹果
0,8,晚上,0,0,1,1,魅族
0,8,下午,0,0,1,0,其他
0,8,上午,0,0,2,1,其他
0,8,下午,0,0,2,1,OPPO
0,8,上午,0,0,1,0,vivo
0,8,晚上,0,0,0,1,华为
0,3,晚上,0.000498099,1,0,1,其他
0,13,晚上,7E-04,0,1,1,华为
0,8,晚上,0,0,1,1,vivo
0,8,晚上,0,0,1,1,OPPO
0,8,晚上,0,0,1,1,其他
0,8,下午,0,0,1,0,其他
0,8,晚上,0,0,1,1,vivo
0,8,晚上,0,0,1,1,其他
0,8,下午,0,0,2,1,小米
0,8,下午,0,0,3,1,OPPO
0,8,下午,0,0,1,1,华为
0,13,晚上,7E-04,0,1,1,三星
0,8,下午,0,0,1,1,小米
0,8,上午,0,0,1,1,华为
0,8,晚上,0,1,2,1,vivo
0,8,下午,0,0,1,1,OPPO
0,8,晚上,0,0,1,1,其他
0,8,上午,0,0,1,1,OPPO
0,8,上午,0,0,1,1,三星
0,8,晚上,0,0,0,1,酷派
0,8,上午,0,0,1,0,小米
0,8,上午,0,0,1,1,OPPO
0,8,晚上,0,0,1,1,vivo
0,8,下午,0,0,1,0,其他
0,8,下午,0,0,2,0,华为
0,8,晚上,0,0,0,1,魅族
0,8,晚上,0,0,2,1,vivo
0,8,上午,0,0,1,1,小米
0,8,上午,0,0,0,1,其他
0,8,下午,0,0,1,1,OPPO
0,7,上午,8E-04,0,3,1,华为
0,8,下午,0,0,1,1,vivo
0,8,下午,0,0,1,1,OPPO
0,8,上午,0,0,1,1,OPPO
0,8,上午,0,0,0,1,vivo
0,8,晚上,0,0,1,1,小米
0,8,晚上,0,0,3,1,小米
0,8,上午,0,1,2,1,OPPO
0,8,下午,0,0,1,1,魅族
0,8,晚上,0,0,1,1,华为
0,8,上午,0,0,1,1,三星
0,8,上午,0,0,1,0,华为
0,8,晚上,0,0,1,0,三星
0,8,晚上,0,0,3,1,OPPO
0,3,晚上,0.000498099,0,1,0,三星
0,8,下午,0,0,1,0,酷派
0,8,晚上,0,0,1,0,vivo
0,8,晚上,0,0,3,1,华为
0,8,晚上,0,0,1,1,小米
0,8,下午,0,0,1,1,vivo
0,8,下午,0,0,1,1,OPPO
0,8,晚上,0,0,0,1,其他
0,8,下午,0,0,2,1,OPPO
0,3,下午,0.000498099,0,0,1,小米
0,8,晚上,0,0,2,3,其他
0,8,晚上,0,0,2,1,vivo
0,8,下午,0,0,0,1,小米
0,8,下午,0,0,3,1,OPPO
0,8,晚上,0,0,2,1,魅族
0,8,晚上,0,0,1,1,其他
0,8,上午,0,0,1,1,魅族
0,8,下午,0,0,1,1,OPPO
0,8,下午,0,0,1,1,vivo
0,8,晚上,0,0,1,1,小米
0,8,上午,0,0,1,1,华为
0,8,上午,0,0,3,0,其他
0,8,上午,0,0,2,1,小米
0,13,下午,0.002,0,1,0,苹果
0,7,下午,8E-04,0,1,1,其他
0,8,上午,0,0,1,1,魅族
0,8,晚上,0,0,2,1,vivo
0,8,下午,0,0,2,1,vivo
0,8,晚上,0,0,1,1,华为
0,8,下午,0,0,1,1,OPPO
0,8,下午,0,0,1,1,OPPO
0,13,下午,7E-04,0,1,1,华为
0,8,晚上,0,0,3,1,OPPO
0,8,晚上,0,0,1,1,小米
0,8,上午,0,0,1,1,OPPO
0,8,上午,0,0,1,0,其他
0,8,上午,0,0,1,1,三星
0,3,下午,0.000498099,0,0,1,小米
0,8,上午,0,0,1,1,魅族
0,8,下午,0,0,3,1,其他
0,8,晚上,0,0,1,0,华为
0,7,下午,8E-04,0,1,1,其他
0,3,晚上,0.00142314,0,0,1,苹果
0,8,晚上,0,0,1,0,小米
0,8,下午,0,0,0,1,苹果
0,8,上午,0,0,1,1,小米
1,7,晚上,8E-04,0,1,1,华为
0,7,晚上,6E-04,0,1,5,其他
0,8,下午,0,0,3,0,小米
0,8,上午,0,0,1,0,其他
0,8,上午,0,0,1,1,其他
0,8,晚上,0,0,1,1,魅族
0,8,上午,0,0,1,1,其他
0,8,下午,0,0,3,1,华为
0,8,上午,0,0,1,1,OPPO
